Country,Visa Requirement
Afghanistan,Visa required
Albania,Visa required
Algeria,Visa required
Andorra,Visa required
Angola,eVisa
Antigua and Barbuda,Visa not required
Argentina,Visa required
Armenia,eVisa / Visa on arrival
Australia,Visa required
Austria,Visa required
Azerbaijan,eVisa
Bahamas,Visa required
Bahrain,eVisa
Bangladesh,Visa on arrival
Barbados,Visa not required
Belarus,Visa not required
Belgium,Visa required
Belize,Visa required
Benin,eVisa / Visa on arrival
Bhutan,Visa required
Bolivia,Visa on arrival
Bosnia and Herzegovina,Visa required
Botswana,Visa not required
Brazil,Visa required
Brunei,Visa required
Bulgaria,Visa required
Burkina Faso,Visa on arrival
Burundi,Visa required
Cambodia,eVisa / Visa on arrival
Cameroon,Visa required
Canada,Visa required
Cape Verde,Visa on arrival
Central African Republic,Visa required
Chad,Visa required
Chile,Visa required
China,Visa required
Colombia,Visa required
Comoros,Visa on arrival
Republic of the Congo,Visa required
Democratic Republic of the Congo,Visa required
Costa Rica,Visa required
Côte d'Ivoire,Visa required
Croatia,Visa required
Cyprus,Visa required
Czech Republic,Visa required
Denmark,Visa required
Djibouti,eVisa
Dominica,Visa not required
Dominican Republic,Visa required
Ecuador,Visa required
Egypt,Visa on arrival
El Salvador,Visa required
Equatorial Guinea,Visa required
Eritrea,Visa required
Estonia,Visa required
Eswatini,Visa required
Ethiopia,eVisa
Fiji,Visa required
Finland,Visa required
France,Visa required
Gabon,eVisa
Gambia,Visa not required
Georgia,eVisa
Germany,Visa required
Ghana,Visa required
Greece,Visa required
Grenada,Visa not required
Guatemala,Visa required
Guinea,Visa required
Guinea-Bissau,eVisa / Visa on arrival
Guyana,Visa not required
Haiti,Visa required
Honduras,Visa required
Hungary,Visa required
Iceland,Visa required
India,eVisa
Indonesia,Visa not required
Iran,Visa on arrival
Iraq,Visa required
Ireland,Visa required
Israel,Visa required
Italy,Visa required
Jamaica,Visa required
Japan,Visa required
Jordan,Visa required
Kazakhstan,Visa required
Kenya,eVisa / Visa on arrival
Kiribati,Visa required
North Korea,Visa required
South Korea,Visa required
Kuwait,Visa required
Kyrgyzstan,Visa not required
Laos,eVisa / Visa on arrival
Latvia,Visa required
Lebanon,Visa required
Lesotho,eVisa
Liberia,Visa required
Libya,Visa required
Liechtenstein,Visa required
Lithuania,Visa required
Luxembourg,Visa required
Madagascar,eVisa / Visa on arrival
Malawi,Visa required
Malaysia,Visa not required
Maldives,Visa not required
Mali,Visa required
Malta,Visa required
Marshall Islands,Visa on arrival
Mauritania,Visa on arrival
Mauritius,Visa on arrival
Mexico,Visa required
Micronesia,Visa not required
Moldova,Visa required
Monaco,Visa required
Mongolia,Visa not required
Montenegro,Visa not required
Morocco,Visa required
Mozambique,Visa on arrival
Myanmar,Visa required
Namibia,Visa not required
Nauru,Visa required
Nepal,Visa on arrival
Netherlands,Visa required
New Zealand,Visa required
Nicaragua,Visa required
Niger,Visa required
Nigeria,Visa required
North Macedonia,Visa not required
Norway,Visa required
Oman,Visa required
Pakistan,eVisa
Palau,Visa not required
Panama,Visa required
Papua New Guinea,Visa required
Paraguay,Visa required
Peru,Visa required
Philippines,Visa required
Poland,Visa required
Portugal,Visa required
Qatar,Visa not required
Romania,Visa required
Russia,Visa not required
Rwanda,eVisa / Visa on arrival
Saint Kitts and Nevis,Visa not required
Saint Lucia,Visa not required
Saint Vincent and the Grenadines,Visa not required
Samoa,Visa not required
San Marino,Visa required
São Tomé and Príncipe,eVisa
Saudi Arabia,Visa required
Senegal,Visa on arrival
Serbia,Visa not required
Seychelles,Visa not required
Sierra Leone,Visa required
Singapore,Visa not required
Slovakia,Visa required
Slovenia,Visa required
Solomon Islands,Visa required
Somalia,Visa on arrival
South Africa,Visa required
South Sudan,Visa required
Spain,Visa required
Sri Lanka,eVisa / Visa on arrival
Sudan,Visa required
Suriname,eVisa
Sweden,Visa required
Switzerland,Visa required
Syria,Visa required
Tajikistan,eVisa
Tanzania,eVisa / Visa on arrival
Thailand,Visa required
Timor-Leste,Visa on arrival
Togo,Visa on arrival
Tonga,Visa required
Trinidad and Tobago,Visa not required
Tunisia,Visa required
Turkey,Visa required
Turkmenistan,Visa required
Tuvalu,Visa on arrival
Uganda,eVisa / Visa on arrival
Ukraine,Visa required
United Arab Emirates,Visa required
United Kingdom,Visa required
United States,Visa required
Uruguay,Visa required
Uzbekistan,Visa not required
Vanuatu,Visa not required
Vatican City,Visa required
Venezuela,Visa required
Vietnam,eVisa
Yemen,Visa required
Zambia,eVisa / Visa on arrival
Zimbabwe,eVisa / Visa on arrival
