Country,Visa Requirement
Afghanistan,Visa required
Albania,Visa required
Algeria,Visa required
Andorra,Visa required
Angola,Visa required
Antigua and Barbuda,Visa not required
Argentina,Visa required
Armenia,eVisa / Visa on arrival
Australia and territories,Visa required
Austria,Visa required
Azerbaijan,Visa required
Bahamas,Visa not required
Bahrain,Visa required
Bangladesh,Visa not required
Barbados,Visa required
Belarus,Visa required
Belgium,Visa required
Belize,Visa required
Benin,eVisa / Visa on arrival
Bhutan,Visa required
Bolivia,Visa on arrival
Bosnia and Herzegovina,Visa required
Botswana,Visa not required
Brazil,Visa required
Brunei,Visa required
Bulgaria,Visa required
Burkina Faso,Visa required
Burundi,Visa required
Cambodia,eVisa / Visa on arrival
Cameroon,Visa required
Canada,Visa not required
Cape Verde,Visa on arrival
Central African Republic,Visa required
Chad,Visa required
Chile,Visa required
China,Visa required
Colombia,Visa not required
Comoros,Visa on arrival
Republic of the Congo,Visa required
Democratic Republic of the Congo,Visa required
Costa Rica,Visa required
Côte d'Ivoire,Visa required
Croatia,Visa required
Cuba,Visa required
Cyprus,Visa required
Czech Republic,Visa required
Denmark,Visa required
Djibouti,eVisa
Dominica,Visa not required
Dominican Republic,Visa not required
Ecuador,Visa not required
Egypt,Visa on arrival
El Salvador,Visa required
Equatorial Guinea,Visa required
Eritrea,Visa required
Estonia,Visa required
Eswatini,Visa not required
Ethiopia,eVisa
Fiji,Visa not required
Finland,Visa required
France,Visa required
Gabon,Visa required
Gambia,Visa not required
Georgia,eVisa
Germany,Visa required
Ghana,Visa required
Greece,Visa required
Grenada,Visa not required
Guatemala,Visa required
Guinea,Visa required
Guinea-Bissau,eVisa / Visa on arrival
Guyana,Visa required
Haiti,Visa not required
Honduras,Visa required
Hungary,Visa required
Iceland,Visa required
India,eVisa
Indonesia,Visa not required
Iran,Visa on arrival
Iraq,Visa required
Ireland,Visa required
Israel,Visa not required
Italy,Visa required
Jamaica,Visa not required
Japan,Visa required
Jordan,Visa on arrival
Kazakhstan,Visa required
Kenya,Visa not required
Kiribati,Visa required
North Korea,Visa required
South Korea,Visa required
Kuwait,Visa required
Kyrgyzstan,eVisa
Laos,eVisa / Visa on arrival
Latvia,Visa required
Lebanon,Visa required
Lesotho,Visa not required
Liberia,Visa required
Libya,Visa required
Liechtenstein,Visa required
Lithuania,Visa required
Luxembourg,Visa required
Madagascar,eVisa / Visa on arrival
Malawi,Visa required
Malaysia,Visa not required
Maldives,Visa on arrival
Mali,Visa required
Malta,Visa required
Marshall Islands,Visa on arrival
Mauritania,Visa on arrival
Mauritius,Visa not required
Mexico,Visa required
Micronesia,Visa not required
Moldova,Visa required
Monaco,Visa required
Mongolia,Visa required
Montenegro,Visa required
Morocco,Visa required
Mozambique,Visa on arrival
Myanmar,eVisa
Namibia,Visa required
Nauru,Visa on arrival
Nepal,Visa on arrival
Netherlands,Visa required
New Zealand,Visa required
Nicaragua,Visa on arrival
Niger,Visa required
Nigeria,Visa required
North Macedonia,Visa required
Norway,Visa required
Oman,Visa required
Pakistan,eVisa
Palau,Visa on arrival
Panama,Visa not required
Paraguay,Visa required
Peru,Visa not required
Philippines,Visa not required
Poland,Visa required
Portugal,Visa required
Qatar,eVisa
Romania,Visa required
Russia,Visa required
Rwanda,eVisa / Visa on arrival
Saint Kitts and Nevis,Visa not required
Saint Lucia,Visa on arrival
Saint Vincent and the Grenadines,Visa not required
Samoa,Visa not required
San Marino,Visa required
São Tomé and Príncipe,eVisa
Saudi Arabia,Visa required
Senegal,Visa on arrival
Serbia,Visa required
Seychelles,Visa on arrival
Sierra Leone,Visa on arrival
Singapore,Visa not required
Slovakia,Visa required
Slovenia,Visa required
Solomon Islands,Visa on arrival
Somalia,Visa on arrival
South Africa,Visa required
South Sudan,Visa required
Spain,Visa required
Sri Lanka,eVisa / Visa on arrival
Sudan,Visa required
Suriname,eVisa
Sweden,Visa required
Switzerland,Visa required
Syria,Visa required
Tajikistan,eVisa
Tanzania,Visa not required
Thailand,Visa on arrival
Timor-Leste,Visa on arrival
Togo,Visa on arrival
Tonga,Visa on arrival
Trinidad and Tobago,Visa required
Tunisia,Visa required
Turkey,Visa required
Turkmenistan,Visa required
Tuvalu,Visa on arrival
Uganda,eVisa / Visa on arrival
Ukraine,Visa required
United Arab Emirates,Visa required
United Kingdom and Crown dependencies,Visa not required
United States,Visa required
Uruguay,Visa required
Uzbekistan,Visa required
Vanuatu,Visa not required
Vatican City,Visa required
Venezuela,Visa required
Vietnam,eVisa
Yemen,Visa required
Zambia,eVisa / Visa on arrival
Zimbabwe,eVisa / Visa on arrival
